season,week,celebrity_name,ballroom_partner,celebrity_age,celebrity_industry,industry_code,judge1_score,judge2_score,judge3_score,judge4_score,weekly_total,weekly_avg,num_judges,bonus_points,score_pct,relative_score_pct,cumulative_avg,cumulative_total,score_volatility,score_deviation,weekly_rank,cumulative_rank,weeks_survived,was_bottom_last_week,was_eliminated_last_week,score_change,dance_style,running_order,is_eliminated,is_bottom_two,is_safe,is_winner,search_mean_pre_season,search_max_pre_season,search_std_pre_season,search_recent_3m,search_mean_log,search_max_log,search_std_log,search_recent_3m_log
1,1,Evander,Edyta Sliwinska,42,Athlete,2,5.0,7.0,6.0,,18.0,6.0,3,0.0,0.6,0.1651376146788991,6.0,18.0,0.0,0.0,4.0,4.0,1,0,0,0.0,Cha-cha-cha,3,0,0,0,0,1.4705882352941178,3,0.6242642728467978,1.0,0.9044562742271522,1.3862943611198906,0.48505495808593,0.6931471805599453
1,1,Joey,Ashly DelGrosso,32,Singer/Rapper,3,7.0,7.0,6.0,,20.0,6.666666666666667,3,0.0,0.6666666666666666,0.1834862385321101,6.666666666666667,20.0,0.0,0.0,1.0,1.0,1,0,0,0.0,Cha-cha-cha,1,0,0,0,0,2.7058823529411766,9,2.640187159141207,0.6666666666666666,1.3099213823353166,2.302585092994046,1.2920350976733084,0.5108256237659906
1,1,John,Charlotte Jorgensen,50,Actor/Actress,1,7.0,7.0,6.0,,20.0,6.666666666666667,3,0.0,0.6666666666666666,0.1834862385321101,6.666666666666667,20.0,0.0,0.0,1.0,1.0,1,0,0,0.0,Cha-cha-cha,5,0,0,0,0,0.8235294117647058,3,0.8828430011649196,1.3333333333333333,0.6007738604289301,1.3862943611198906,0.6327828692286597,0.8472978603872036
1,1,Kelly,Alec Mazo,29,Actor/Actress,1,5.0,4.0,4.0,,13.0,4.333333333333333,3,0.0,0.43333333333333335,0.11926605504587157,4.333333333333333,13.0,0.0,0.0,6.0,6.0,1,0,0,0.0,Waltz,4,0,0,0,0,3.1176470588235294,4,0.600245047998781,3.3333333333333335,1.415281897993143,1.6094379124341003,0.47015677251794413,1.4663370687934272
1,1,Rachel,Jonathan Roberts,35,Model,5,7.0,6.0,7.0,,20.0,6.666666666666667,3,0.0,0.6666666666666666,0.1834862385321101,6.666666666666667,20.0,0.0,0.0,1.0,1.0,1,0,0,0.0,Waltz,2,0,0,0,0,13.647058823529411,54,12.160084171535308,7.0,2.6842395524084917,4.007333185232471,2.577188321890038,2.0794415416798357
1,1,Trista,Louis van Amstel,32,TV Personality,4,6.0,6.0,6.0,,18.0,6.0,3,0.0,0.6,0.1651376146788991,6.0,18.0,0.0,0.0,4.0,4.0,1,0,0,0.0,Waltz,6,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,Evander,Edyta Sliwinska,42,Athlete,2,5.0,4.0,5.0,,14.0,4.666666666666667,3,0.0,0.4666666666666667,0.11570247933884298,5.333333333333334,32.0,0.9428090415820635,-0.666666666666667,6.0,5.0,2,0,0,-1.333333333333333,Quickstep,6,0,0,1,0,1.4705882352941178,3,0.6242642728467978,1.0,0.9044562742271522,1.3862943611198906,0.48505495808593,0.6931471805599453
1,2,Joey,Ashly DelGrosso,32,Singer/Rapper,3,8.0,7.0,6.0,,21.0,7.0,3,0.0,0.7,0.17355371900826447,6.833333333333334,41.0,0.2357022603955153,0.16666666666666607,3.0,3.0,2,0,0,0.33333333333333304,Quickstep,2,0,0,1,0,2.7058823529411766,9,2.640187159141207,0.6666666666666666,1.3099213823353166,2.302585092994046,1.2920350976733084,0.5108256237659906
1,2,John,Charlotte Jorgensen,50,Actor/Actress,1,8.0,9.0,9.0,,26.0,8.666666666666666,3,0.0,0.8666666666666667,0.21487603305785125,7.666666666666666,46.0,1.4142135623730947,1.0,1.0,1.0,2,0,0,1.9999999999999991,Quickstep,4,0,0,1,0,0.8235294117647058,3,0.8828430011649196,1.3333333333333333,0.6007738604289301,1.3862943611198906,0.6327828692286597,0.8472978603872036
1,2,Kelly,Alec Mazo,29,Actor/Actress,1,5.0,6.0,6.0,,17.0,5.666666666666667,3,0.0,0.5666666666666667,0.14049586776859505,5.0,30.0,0.9428090415820638,0.666666666666667,5.0,6.0,2,0,0,1.333333333333334,Rumba,5,0,0,1,0,3.1176470588235294,4,0.600245047998781,3.3333333333333335,1.415281897993143,1.6094379124341003,0.47015677251794413,1.4663370687934272
1,2,Rachel,Jonathan Roberts,35,Model,5,8.0,8.0,8.0,,24.0,8.0,3,0.0,0.8,0.19834710743801653,7.333333333333334,44.0,0.9428090415820629,0.6666666666666661,2.0,2.0,2,0,0,1.333333333333333,Rumba,1,0,1,0,0,13.647058823529411,54,12.160084171535308,7.0,2.6842395524084917,4.007333185232471,2.577188321890038,2.0794415416798357
1,2,Trista,Louis van Amstel,32,TV Personality,4,6.0,7.0,6.0,,19.0,6.333333333333333,3,0.0,0.6333333333333333,0.15702479338842976,6.166666666666666,37.0,0.23570226039551595,0.16666666666666696,4.0,4.0,2,0,0,0.33333333333333304,Rumba,3,1,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,Evander,Edyta Sliwinska,42,Athlete,2,5.0,4.0,4.0,,13.0,4.333333333333333,3,0.0,0.43333333333333335,0.12264150943396226,5.0,45.0,0.8819171036881972,-0.666666666666667,5.0,5.0,3,0,0,-0.3333333333333339,Jive,1,1,1,0,0,1.4705882352941178,3,0.6242642728467978,1.0,0.9044562742271522,1.3862943611198906,0.48505495808593,0.6931471805599453
1,3,Joey,Ashly DelGrosso,32,Singer/Rapper,3,7.0,7.0,8.0,,22.0,7.333333333333333,3,0.0,0.7333333333333333,0.20754716981132076,7.0,63.0,0.3333333333333328,0.33333333333333304,3.0,3.0,3,0,0,0.33333333333333304,Jive,5,0,1,0,0,2.7058823529411766,9,2.640187159141207,0.6666666666666666,1.3099213823353166,2.302585092994046,1.2920350976733084,0.5108256237659906
1,3,John,Charlotte Jorgensen,50,Actor/Actress,1,9.0,8.0,7.0,,24.0,8.0,3,0.0,0.8,0.22641509433962265,7.777777777777779,70.0,1.018350154434631,0.22222222222222143,2.0,1.0,3,0,0,-0.6666666666666661,Tango,4,0,0,1,0,0.8235294117647058,3,0.8828430011649196,1.3333333333333333,0.6007738604289301,1.3862943611198906,0.6327828692286597,0.8472978603872036
1,3,Kelly,Alec Mazo,29,Actor/Actress,1,6.0,7.0,8.0,,21.0,7.0,3,0.0,0.7,0.19811320754716982,5.666666666666667,51.0,1.3333333333333335,1.333333333333333,4.0,4.0,3,0,0,1.333333333333333,Jive,3,0,0,1,0,3.1176470588235294,4,0.600245047998781,3.3333333333333335,1.415281897993143,1.6094379124341003,0.47015677251794413,1.4663370687934272
1,3,Rachel,Jonathan Roberts,35,Model,5,8.0,9.0,9.0,,26.0,8.666666666666666,3,0.0,0.8666666666666667,0.24528301886792453,7.777777777777779,70.0,1.0183501544346305,0.8888888888888875,1.0,1.0,3,1,0,0.6666666666666661,Tango,2,0,0,1,0,13.647058823529411,54,12.160084171535308,7.0,2.6842395524084917,4.007333185232471,2.577188321890038,2.0794415416798357
1,4,Joey,Ashly DelGrosso,32,Singer/Rapper,3,7.0,6.0,7.0,,20.0,6.666666666666667,3,0.0,0.6666666666666666,0.21739130434782608,6.916666666666667,83.0,0.3191423692521123,-0.25,4.0,3.0,4,1,0,-0.6666666666666661,Samba,1,0,0,1,0,2.7058823529411766,9,2.640187159141207,0.6666666666666666,1.3099213823353166,2.302585092994046,1.2920350976733084,0.5108256237659906
1,4,John,Charlotte Jorgensen,50,Actor/Actress,1,7.0,8.0,6.0,,21.0,7.0,3,0.0,0.7,0.22826086956521738,7.583333333333334,91.0,0.9179284245476834,-0.5833333333333339,3.0,2.0,4,0,0,-1.0,Samba,3,0,1,0,0,0.8235294117647058,3,0.8828430011649196,1.3333333333333333,0.6007738604289301,1.3862943611198906,0.6327828692286597,0.8472978603872036
1,4,Kelly,Alec Mazo,29,Actor/Actress,1,9.0,9.0,8.0,,26.0,8.666666666666666,3,0.0,0.8666666666666667,0.2826086956521739,6.416666666666666,77.0,1.8534252575124748,2.25,1.0,4.0,4,0,0,1.666666666666666,Samba,4,0,0,1,0,3.1176470588235294,4,0.600245047998781,3.3333333333333335,1.415281897993143,1.6094379124341003,0.47015677251794413,1.4663370687934272
1,4,Rachel,Jonathan Roberts,35,Model,5,7.0,9.0,9.0,,25.0,8.333333333333334,3,0.0,0.8333333333333334,0.2717391304347826,7.916666666666667,95.0,0.876651879892194,0.41666666666666696,2.0,1.0,4,0,0,-0.33333333333333215,Samba,2,1,1,0,0,13.647058823529411,54,12.160084171535308,7.0,2.6842395524084917,4.007333185232471,2.577188321890038,2.0794415416798357
1,5,Joey,Ashly DelGrosso,32,Singer/Rapper,3,8.5,7.0,7.0,,22.5,7.5,3,0.0,0.75,0.3082191780821918,7.033333333333333,105.5,0.38005847503304574,0.4666666666666668,3.0,2.0,5,0,0,0.833333333333333,Foxtrot,3,1,1,0,0,2.7058823529411766,9,2.640187159141207,0.6666666666666666,1.3099213823353166,2.302585092994046,1.2920350976733084,0.5108256237659906
1,5,John,Charlotte Jorgensen,50,Actor/Actress,1,9.0,9.0,9.0,,27.0,9.0,3,0.0,0.9,0.3698630136986301,7.866666666666667,118.0,1.016530045465127,1.1333333333333329,1.0,1.0,5,1,0,2.0,Foxtrot,1,0,0,1,0,0.8235294117647058,3,0.8828430011649196,1.3333333333333333,0.6007738604289301,1.3862943611198906,0.6327828692286597,0.8472978603872036
1,5,Kelly,Alec Mazo,29,Actor/Actress,1,8.5,7.5,7.5,,23.5,7.833333333333333,3,0.0,0.7833333333333333,0.3219178082191781,6.7,100.5,1.7256238807393043,1.1333333333333329,2.0,3.0,5,0,0,-0.833333333333333,Foxtrot,2,0,1,0,0,3.1176470588235294,4,0.600245047998781,3.3333333333333335,1.415281897993143,1.6094379124341003,0.47015677251794413,1.4663370687934272
1,6,John,Charlotte Jorgensen,50,Actor/Actress,1,9.0,9.0,9.0,,27.0,9.0,3,0.0,0.9,0.4954128440366973,8.055555555555555,145.0,1.0201670161011582,0.9444444444444446,2.0,1.0,6,0,0,0.0,Quickstep,1,0,0,0,0,0.8235294117647058,3,0.8828430011649196,1.3333333333333333,0.6007738604289301,1.3862943611198906,0.6327828692286597,0.8472978603872036
1,6,Kelly,Alec Mazo,29,Actor/Actress,1,8.5,9.5,9.5,,27.5,9.166666666666666,3,0.0,0.9166666666666666,0.5045871559633027,7.111111111111111,128.0,1.8429043101301528,2.0555555555555554,1.0,2.0,6,1,0,1.333333333333333,Samba,2,0,0,0,1,3.1176470588235294,4,0.600245047998781,3.3333333333333335,1.415281897993143,1.6094379124341003,0.47015677251794413,1.4663370687934272
2,1,Drew,Cheryl Burke,29,Singer/Rapper,3,8.0,8.0,8.0,,24.0,8.0,3,0.0,0.8,0.12307692307692308,8.0,24.0,0.0,0.0,1.0,1.0,1,0,0,0.0,Cha-cha-cha,5,0,0,1,0,0.08,1,0.27688746209726917,0.0,0.07696104113612832,0.6931471805599453,0.24442544638335142,0.0
2,1,George,Edyta Sliwinska,66,Actor/Actress,1,7.0,5.0,6.0,,18.0,6.0,3,0.0,0.6,0.09230769230769231,6.0,18.0,0.0,0.0,8.0,8.0,1,0,0,0.0,Cha-cha-cha,1,0,0,1,0,6.36,21,3.3401596768218536,10.666666666666666,1.9960599327407849,3.091042453358316,1.4679111393299447,2.456735772821304
2,1,Giselle,Jonathan Roberts,44,News Anchor,6,7.0,8.0,8.0,,23.0,7.666666666666667,3,0.0,0.7666666666666667,0.11794871794871795,7.666666666666667,23.0,0.0,0.0,2.0,2.0,1,0,0,0.0,Waltz,8,0,0,1,0,0.4,7,1.4433756729740645,3.0,0.33647223662121295,2.0794415416798357,0.8933805557190826,1.3862943611198906
2,1,Jerry,Anna Trebunskaya,43,Athlete,2,7.0,7.0,7.0,,21.0,7.0,3,0.0,0.7,0.1076923076923077,7.0,21.0,0.0,0.0,5.0,5.0,1,0,0,0.0,Cha-cha-cha,9,0,0,1,0,1.76,4,0.7788880963698616,2.3333333333333335,1.0152306797290587,1.6094379124341003,0.5759885041587978,1.2039728043259361
2,1,Kenny,Andrea Hale,46,Sports Broadcaster,7,4.0,5.0,4.0,,13.0,4.333333333333333,3,0.0,0.43333333333333335,0.06666666666666667,4.333333333333333,13.0,0.0,0.0,9.0,9.0,1,0,0,0.0,Cha-cha-cha,3,1,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,Lisa,Louis van Amstel,42,Actor/Actress,1,5.0,7.0,7.0,,19.0,6.333333333333333,3,0.0,0.6333333333333333,0.09743589743589744,6.333333333333333,19.0,0.0,0.0,7.0,7.0,1,0,0,0.0,Waltz,2,0,0,1,0,11.88,57,9.653669423246962,24.666666666666668,2.5556757206762075,4.060443010546419,2.3659043795965737,3.245193133185574
2,1,Master P,Ashly DelGrosso,35,Singer/Rapper,3,4.0,4.0,4.0,,12.0,4.0,3,0.0,0.4,0.06153846153846154,4.0,12.0,0.0,0.0,10.0,10.0,1,0,0,0.0,Cha-cha-cha,7,0,0,1,0,8.28,14,2.7616420236277306,8.0,2.2278615467981093,2.70805020110221,1.3248555704840683,2.1972245773362196
2,1,Stacy,Tony Dovolani,26,Athlete,2,8.0,6.0,8.0,,22.0,7.333333333333333,3,0.0,0.7333333333333333,0.11282051282051282,7.333333333333333,22.0,0.0,0.0,4.0,4.0,1,0,0,0.0,Waltz,4,0,0,1,0,2.96,10,1.5937377450509227,5.0,1.3762440252663892,2.3978952727983707,0.9530999801860652,1.791759469228055
2,1,Tatum,Nick Kosovich,42,Actor/Actress,1,7.0,8.0,8.0,,23.0,7.666666666666667,3,0.0,0.7666666666666667,0.11794871794871795,7.666666666666667,23.0,0.0,0.0,2.0,2.0,1,0,0,0.0,Waltz,10,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
