season,week,celebrity_name,ballroom_partner,celebrity_age,celebrity_industry,industry_code,judge1_score,judge2_score,judge3_score,judge4_score,weekly_total,weekly_avg,num_judges,bonus_points,score_pct,relative_score_pct,cumulative_avg,cumulative_total,score_volatility,score_deviation,weekly_rank,cumulative_rank,weeks_survived,was_bottom_last_week,was_eliminated_last_week,score_change,dance_style,running_order,is_eliminated,is_bottom_two,is_safe,is_winner,search_mean_pre_season,search_max_pre_season,search_std_pre_season,search_recent_3m,search_mean_log,search_max_log,search_std_log,search_recent_3m_log,estimated_fan_vote
1,1,Evander,Edyta Sliwinska,42,Athlete,2,5.0,7.0,6.0,,18.0,6.0,3,0.0,0.6,0.1651376146788991,6.0,18.0,0.0,0.0,4.0,4.0,1,0,0,0.0,Cha-cha-cha,3,0,0,0,0,1.4705882352941178,3,0.6242642728467978,1.0,0.9044562742271522,1.3862943611198906,0.48505495808593,0.6931471805599453,0.16838133335113525
1,1,Joey,Ashly DelGrosso,32,Singer/Rapper,3,7.0,7.0,6.0,,20.0,6.666666666666667,3,0.0,0.6666666666666666,0.1834862385321101,6.666666666666667,20.0,0.0,0.0,1.0,1.0,1,0,0,0.0,Cha-cha-cha,1,0,0,0,0,2.7058823529411766,9,2.640187159141207,0.6666666666666666,1.3099213823353166,2.302585092994046,1.2920350976733084,0.5108256237659906,0.17828050255775452
1,1,John,Charlotte Jorgensen,50,Actor/Actress,1,7.0,7.0,6.0,,20.0,6.666666666666667,3,0.0,0.6666666666666666,0.1834862385321101,6.666666666666667,20.0,0.0,0.0,1.0,1.0,1,0,0,0.0,Cha-cha-cha,5,0,0,0,0,0.8235294117647058,3,0.8828430011649196,1.3333333333333333,0.6007738604289301,1.3862943611198906,0.6327828692286597,0.8472978603872036,0.13887138664722443
1,1,Kelly,Alec Mazo,29,Actor/Actress,1,5.0,4.0,4.0,,13.0,4.333333333333333,3,0.0,0.4333333333333333,0.1192660550458715,4.333333333333333,13.0,0.0,0.0,6.0,6.0,1,0,0,0.0,Waltz,4,0,0,0,0,3.1176470588235294,4,0.600245047998781,3.3333333333333335,1.415281897993143,1.6094379124341005,0.4701567725179441,1.4663370687934272,0.1766248643398285
1,1,Rachel,Jonathan Roberts,35,Model,5,7.0,6.0,7.0,,20.0,6.666666666666667,3,0.0,0.6666666666666666,0.1834862385321101,6.666666666666667,20.0,0.0,0.0,1.0,1.0,1,0,0,0.0,Waltz,2,0,0,0,0,13.647058823529411,54,12.160084171535308,7.0,2.6842395524084917,4.007333185232471,2.577188321890038,2.0794415416798357,0.16140758991241455
1,1,Trista,Louis van Amstel,32,TV Personality,4,6.0,6.0,6.0,,18.0,6.0,3,0.0,0.6,0.1651376146788991,6.0,18.0,0.0,0.0,4.0,4.0,1,0,0,0.0,Waltz,6,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17643438279628754
1,2,Evander,Edyta Sliwinska,42,Athlete,2,5.0,4.0,5.0,,14.0,4.666666666666667,3,0.0,0.4666666666666667,0.1157024793388429,5.333333333333334,32.0,0.9428090415820636,-0.666666666666667,6.0,5.0,2,0,0,-1.333333333333333,Quickstep,6,0,0,1,0,1.4705882352941178,3,0.6242642728467978,1.0,0.9044562742271522,1.3862943611198906,0.48505495808593,0.6931471805599453,0.17898927628993988
1,2,Joey,Ashly DelGrosso,32,Singer/Rapper,3,8.0,7.0,6.0,,21.0,7.0,3,0.0,0.7,0.1735537190082644,6.833333333333334,41.0,0.2357022603955153,0.166666666666666,3.0,3.0,2,0,0,0.333333333333333,Quickstep,2,0,0,1,0,2.7058823529411766,9,2.640187159141207,0.6666666666666666,1.3099213823353166,2.302585092994046,1.2920350976733084,0.5108256237659906,0.1997249722480774
1,2,John,Charlotte Jorgensen,50,Actor/Actress,1,8.0,9.0,9.0,,26.0,8.666666666666666,3,0.0,0.8666666666666667,0.2148760330578512,7.666666666666666,46.0,1.4142135623730947,1.0,1.0,1.0,2,0,0,1.9999999999999991,Quickstep,4,0,0,1,0,0.8235294117647058,3,0.8828430011649196,1.3333333333333333,0.6007738604289301,1.3862943611198906,0.6327828692286597,0.8472978603872036,0.14421579241752625
1,2,Kelly,Alec Mazo,29,Actor/Actress,1,5.0,6.0,6.0,,17.0,5.666666666666667,3,0.0,0.5666666666666667,0.140495867768595,5.0,30.0,0.9428090415820638,0.666666666666667,5.0,6.0,2,0,0,1.333333333333334,Rumba,5,0,0,1,0,3.1176470588235294,4,0.600245047998781,3.3333333333333335,1.415281897993143,1.6094379124341005,0.4701567725179441,1.4663370687934272,0.18699602782726288
